id,media_type,short_name,long_description,slug,genres,created_by,published_by,franchises,regions
175,Comic,Man Without Fear,"Daredevil is gone, but Hell’s Kitchen is still a place of heroes and villains. Foggy Nelson will learn what it means to live in a world without a Daredevil. And without a Daredevil to protect it, has hell come for his city? Who is The Man Without Fear?!",man-without-fear,{},{},{Marvel Comics},{},
176,Show,Manifest,"When Montego Air Flight 828 landed safely after a turbulent but routine flight, the crew and passengers were relieved. Yet in the span of those few hours, the world had aged five years and their friends, families and colleagues, after mourning their loss, had given up hope and moved on. Now, faced with the impossible, they're all given a second chance. But as their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible. From Robert Zemeckis and Jack Rapke comes an emotionally rich, unexpected journey into a world grounded in hope, heart and destiny.

<p>The cast includes Melissa Roxburgh, Josh Dallas, Athena Karkanis, J.R. Ramirez, Luna Blaise, Jack Messina and Parveen Kaur.",manifest,{Drama},{},{NBC},{},
177,Game,Mario and Sonic at the Tokyo 2020 Olympics,"Join Mario, Sonic and friends for their greatest adventure yet at the Olympic Games Tokyo 2020! Go for gold as you compete in action-packed sports games, including four brand new events to Tokyo 2020 -- Skateboarding, Karate, Surfing, and Sport Climbing, as well as a large selection of classic events. 
<p>
Get the party started on your Nintendo Switch with a variety of ways to play, including button play and motion controls in multiplayer game modes that support up to four players locally and up to eight players online. Play as Mario, Sonic, Yoshi, Amy Rose, Luigi, Dr. Eggman, and many more of your favourite characters. ",mario-and-sonic-at-the-tokyo-2020-olympics,{Sports},{},{SEGA},"{Mario,Sonic the Hedgehog}","{US, AU, UK, JP}"
178,Movie,Marriage Story,"Marriage Story is an incisive and compassionate portrait of a marriage breaking up and a family staying together. From Academy Award-nominated filmmaker Noah Baumbach and starring Scarlett Johansson, Adam Driver, Laura Dern, Alan Alda and Ray Liotta. ",marriage-story,{Drama},{},{Netflix},{},
179,Show,Marvel Hero Project,"Marvel Hero Project reveals the remarkable, positive change several young heroes are making in their own communities. These young heroes have dedicated their lives to selfless acts of bravery and kindness, and now, Marvel celebrates them as the true Super Heroes they are.",marvel-hero-project,{Documentary},{},{Disney Plus},{},
180,Comic,Marvel Knights: 20th,"In celebration of the legendary imprint founded by Marvel’s CCO Joe Quesada, a new crop of talent stands poised to tell a groundbreaking story across the Marvel Universe! In the cemetery, the blind man does not know who he is, or why he has come to this particular grave at this moment. He doesn’t know the burly police officer with the wild story who has approached him. Or the strangely intense man who sits in the rear seat of the patrol car, his eyes flashing green. But all of that is about to change.",marvel-knights-20th,{},{},{Marvel Comics},{},
181,Show,Marvel Rising,"Gwen Stacy AKA Ghost-Spider, wrongly accused of a crime she didn’t commit, seeks justice and to clear her name. Unfortunately, her dad is not only Captain of the NYPD, but spearheading the manhunt! To make matters worse, other young heroes - Ms. Marvel, Squirrel Girl, Quake and Patriot are after Ghost Spider as well. But, as the chase to uncover the truth winds down -- a darker threat looms along the horizon, and very soon, these heroes will need to put aside their differences and work together as a team.
<p>
Introducing audiences to the world of the Marvel Rising multi-platform line of animation and comic book releases, Marvel Rising: Initiation consists of six 4-minute digital shorts that spotlight Spider-Gwen with her new secret moniker, Ghost-Spider. It features an all-star line-up of voice talent including Dove Cameron, Chloe Bennet, Tyler Posey, BooBoo Stewart, Kathreen Khavari, Milana Vayntrub, Cierra Ramirez, Kamil McFadden, Skai Jackson, Kim Raver, Ming-Na Wen, Steven Weber, and Dee Bradley Baker among others. ",marvel-rising-secret-warriors,{Animation},{},{Disney XD},{},
182,Game,Marvel Ultimate Alliance 3,"Marvel Ultimate Alliance 3: The Black Order brings together Super Heroes and Super Villains from across the Marvel Universe to battle for the limitless power of the Infinity Gauntlet, one Stone at a time. This unprecedented team of characters must use their unique superpowers to defeat the mad cosmic tyrant Thanos and his ruthless warmasters, The Black Order. The game will feature an original story and a playable cast of dozens of Marvel Super Heroes, including the Avengers, the X-Men, and -- for the first time in series history -- the Guardians of the Galaxy.  
<p>
Gameplay in Marvel Ultimate Alliance 3 brings back the action-RPG combat that made the franchise such a hit. Up to four players can drop in for co-op battles in a variety of ways: They can play online, link up offline via local wireless or pass a Joy-Con controller to a friend to join the team. With another pair of Joy-Con, four players can team up on one system. In addition to the series’ traditional perspective, the new entry will let players select a dynamic, zoomed-in heroic view, allowing for a more immersive play style for single-player or multiplayer when using multiple systems. ",marvel-ultimate-alliance-3,"{RPG,Action}",{Team Ninja},{Nintendo},{},"{US, AU, UK, JP}"
183,Comic,Marvels Epilogue,"Alex Ross and Kurt Busiek bring Marvel’s world to brilliant, realistic life one last time, as the now-retired Phil Sheldon and his daughters, in Manhattan to see the Christmas lights, find themselves in the middle of a clash between the outsider heroes and the deadly Sentinels, giving them a close-up perspective on the mutant experience.",marvels-epilogue,{},{},{Marvel Comics},{},
184,Game,Mega Man Zero/ZX Collection,"Ready your Z-Saber and prepare to megamerge as old friends and new heroes from the Mega Man universe unite in Mega Man Zero/ZX Legacy Collection. Included are all four Mega Man Zero games, plus both ZX games -- Mega Man ZX, and Mega Man ZX Advent. Expect challenging boss battles, fast-paced platforming, and precise combat in each game. Nostalgic players can choose to play using the original sprite art, or they can bash some bots using the new optional HD-smoothing filters. New players looking to cut a path through the Zero and ZX series’ stories can also use the optional Casual Scenario mode to reduce each game’s difficulty, and Save-Assist system to create save points mid-mission for a more approachable narrative experience.
 <p>
Players can also take a break from the action, and dive into the in-game gallery featuring over 600 pieces of original production art from each series, while listening to the music player’s complete selection of both original compositions and new arrangements. Fans of the series looking for a challenge will also be able to test their “Biometal” against the all new Z Chaser challenge mode. ",mega-man-zero-zx-legacy-collection,"{Action,Platformer,Compilation}",{},{},{},"{US, AU, UK, JP}"
185,Movie,Mercy Black,"Fifteen years after conjuring an imaginary phantom known as Mercy Black, a repentant woman returns to her hometown to live with her sister and young nephew. But as Mercy continues to haunt her and the death count rises, she must face her deepest terror and discover the truth of her past before Mercy Black claims her nephew. Daniella Pineda, Austin Amelio, Elle LaMont, Miles Emmons, Lee Eddy, and Janeane Garofalo star in this terrifying story of regret, redemption, and the dark side of belief.

<p>Mercy Black is written and directed by Owen Egerton and produced by Greg Gilreath, Adam Hendricks, Seth Caplan and John H. Lang.",mercy-black,"{Thriller,Horror}",{},{},{},
186,Show,Messiah,A CIA officer investigates a charismatic figure whose followers believe that he can perform miracles. Is he a divine entity or a dangerous con artist?,messiah,{Drama},{},{Netflix.com},{},
187,Movie,Midsommar,A young woman reluctantly joins her boyfriend on a summer trip where things quickly go awry.  Florence Pugh and Will Poulter star in this Ari Aster-directed film.,midsommar,{Drama},{},{A24},{},
188,Movie,Miss Bala,"Gloria (Gina Rodriguez) finds a power she never knew she had when she is drawn into a dangerous world of cross-border crime.  Surviving will require all of her cunning, inventiveness, and strength.",miss-bala,"{Thriller,Action}",{},{Columbia Pictures},{},
189,Game,MLB The Show 19,"MLB The Show 19 brings you the best of baseball. Experience the ultimate duel: the 1v1 battle between hitter and pitcher to see who reigns supreme. Whether it be home runs, quick experiences, playing as legends, a full RPG experience or stiff Player vs Player competition; MLB The Show 19 provides the perfect combination of authentic baseball experience mixed with video game fun. ",mlb-the-show-19,{Sports},{SIE San Diego Studio},{Sony Interactive Entertainment},{},"{US, AU, UK, JP}"
190,Game,Monster Energy Supercross 3,"The only Official AMA Supercross Championship videogame is back! In Monster Energy Supercross -- The Official Videogame 3, choose your sponsor or join one of the official teams of the 2019 championship and become a teammate of the official riders. In Monster Energy Supercross 3, you can live the great CO-OP experience, riding with your friends in the legendary Supercross Test Area in California. Train, race or roam free on the biggest area ever! Create the best Online Competitions controlling and managing multiplayer races. Choose the starting positions, assign penalties, decide the race settings, modify the final race results and choose the cameras to focus on .You can now create female custom riders from different models and use them to be the next Supercross champion. Unleash your creativity and create infinite tracks with the powerful tool of the track editor. Your tracks can be shared and downloaded, voted and used for offline and online custom championship. ",monster-energy-supercross-the-official-video-game-3,{Racing},{},{Milestone},{},"{US, AU, UK, JP}"
191,Game,Monster Hunter World: Iceborne,"The first major expansion for the hit monster hunting game, Monster Hunter World: Iceborne features new quest ranks, locales, monsters, moves and gear in addition to a full narrative experience that continues on from the ending of Monster Hunter: World. 
<p>
Monster Hunter World: Iceborne brings players to an unknown environment, yet to be discovered by mankind. Hoarfrost Reach has plenty of unique endemic life and monsters that could only exist in such a harsh climate. It has diverse geographical features as well, from deep stretches of snow that impede your movement to relaxing hot springs, and even unstable ground that could collapse at any moment! All 14 weapon types have new moves and combos. Each weapon has more unique actions than ever before. Every weapon now lets you use the clutch claw, a new function of the slinger, to grapple onto monsters. You'll drain your stamina while clinging onto monsters, but it opens up various new ways of controlling their movement! Also, on top of Low Rank and High Rank, there is now a new quest difficulty called Master Rank, which will allow players to earn new materials and fight even stronger monsters on these quests! ",monster-hunter-world-iceborne,"{Action,DLC / Expansion}",{Capcom},{Capcom},{},"{US, AU, UK, JP}"
192,Game,Mordhau,"Mordhau is a medieval first & third person multiplayer action game. Enter a hectic battlefield of up to 64 players as a mercenary in a fictional, but realistic world, where you will get to experience brutal and satisfying melee combat. ",mordhau,{Action},{Triternion},{Triternion},{},"{US, AU, UK, JP}"
193,Game,Mortal Kombat 11,"Mortal Kombat is back and better than ever in the eleventh evolution of the iconic franchise. The all new Custom Character Variations give you unprecedented control to customize the fighters and make them your own. The new graphics engine showcasing every skull-shattering, eye-popping moment, brings you so close to the fight you can feel it. And featuring a roster of new and returning Klassic Fighters, Mortal Kombat's best in class cinematic story mode continues the epic saga over 25 years in the making. ",mortal-kombat-11,{Fighting},"{Shiver Entertainment,NetherRealm Studios}",{Warner Bros.  Interactive},{},"{US, AU, UK, JP}"
194,Movie,Motherless Brooklyn,"Set against the backdrop of 1950s New York, Motherless Brooklyn follows Lionel Essrog (Edward Norton), a lonely private detective living with Tourette Syndrome, as he ventures to solve the murder of his mentor and only friend, Frank Minna (Bruce Willis).  Armed only with a few clues and the engine of his obsessive mind, Lionel unravels closely-guarded secrets that hold the fate of the whole city in the balance.  In a mystery that carries him from gin-soaked jazz clubs in Harlem to the hard-edged slums of Brooklyn and, finally, into the gilded halls of New York’s power brokers, Lionel contends with thugs, corruption and the most dangerous man in the city to honor his friend and save the woman who might be his own salvation.",motherless-brooklyn,{Drama},{Warner Bros. Pictures},{Warner Bros. Pictures},{},
195,Game,Mutant Year Zero: Seed of Evil,"Seed of Evil is an expansion to the award-winning tactical adventure game Mutant Year Zero: Road to Eden picking up where the original game ended and offering hours of more gameplay, new locations to visit, and a new leading character! 
<p>
Continue the main story and explore many hours of all new content. Expand your team with the veteran stalker Big Khan the moose and get ready to defeat a new threat to Dux, Bormin, Selma and all the others. In Seed of Evil you must solve the mystery of the powerful and ominous roots which have taken over the Ark. Discover huge new maps, battle new enemies, improve your mutations, get your hands on all new gear, defeat foes trying to take back lost ground and face off against a vicious new adversary. ",mutant-year-zero-seed-of-evil,"{Adventure,Strategy,DLC / Expansion}",{The Bearded Ladies Consulting},{Funcom},{},"{US, AU, UK, JP}"
196,Show,Mythic Quest,"Meet the team behind the biggest multiplayer video game of all time. But in a workplace focused on building worlds, molding heroes, and creating legends, the most hard-fought battles don’t occur in the game -- they happen in the office. 
<p>
From Rob McElhenney and Charlie Day, Mythic Quest: Raven's Banquet is a half-hour comedy series starring McElhenney as the creative director at a video game development studio. ",mythic-quest,{Comedy},{},{Apple TV Plus},{},
197,Show,Nancy Drew,"Nancy Drew (Kennedy McMann) is a brilliant teenaged detective whose sense of self had come from solving mysteries in her hometown of Horseshoe Bay, Maine – until her mother’s untimely death derails Nancy’s college plans. Devastated by her mother’s passing, Nancy swears off crime-solving while crossing off the days until she can re-apply to college. But when a socialite is murdered, Nancy finds herself a prime suspect in the crime, along with a group of other teens present at the scene: Nancy's nemesis from high school, George Fan (Leah Lewis); a rich girl with a mysterious past, Bess Marvin (Maddison Jaizani); Nancy's secret boyfriend, Ned ""Nick"" Nickerson (Tunji Kasim), and amiable burnout Ace (Alex Saxon). The five of them must team up to clear their own names – encountering emotional entanglements and even more mysteries along the way. Nancy's reawakening brings her into conflict with her widowed father, Carson Drew (Scott Wolf), who is dating Detective Karen Hart (Alvina August). And, when a supernatural presence begins to haunt Nancy’s investigation, she discovers that the current crime has an astonishing connection to the unsolved murder of a local girl. Whether the ghost is here to help, or hinder Nancy remains to be seen, but one thing’s for sure: Nancy's going to have to unravel the clues from both the living and the dead to solve the crimes.",nancy-drew,{Crime},{},{The CW},{},
198,Show,Narcos: Mexico,"Shifting away from Colombia, where Narcos spent three seasons, Narcos: Mexico explores the origins of the modern drug war by going back to its roots, beginning at a time when the Mexican trafficking world was a loose and disorganized confederation of independent growers and dealers. Witness the rise of the Guadalajara Cartel in the 1980s as Félix Gallardo (Diego Luna) takes the helm, unifying traffickers in order to build an empire. When DEA agent Kiki Camarena (Michael Peña) moves his wife and young son from California to Guadalajara to take on a new post, he quickly learns that his assignment will be more challenging than he ever could have imagined. As Kiki garners intelligence on Félix and becomes more entangled in his mission, a tragic chain of events unfold, affecting the drug trade and the war against it for years to come. ",narcos-mexico,{Crime},{},{Netflix.com},{},
199,Game,NBA 2K20,"2K continues to redefine what’s possible in sports gaming with NBA 2K20, featuring best in class graphics & gameplay, ground breaking game modes, and unparalleled player control and customization. NBA2K20 comes with a variety of new game modes and updated features including an overhauled version of MyGM, updated on-court gameplay mechanics, a new dynamic soundtrack developed in partnership with UnitedMasters, and the addition of WNBA players for the first time in the franchise’s history. Plus, with its immersive open-world Neighborhood, NBA 2K20 is a platform for gamers and ballers to come together and create what’s next in basketball culture. ",nba-2k20,{Sports},{Visual Concepts},{2K Games},{},"{US, AU, UK, JP}"
200,Game,Need for Speed Heat,"Hustle by day and risk it all at night in Need for Speed Heat, a white-knuckle street racer, where the lines of the law fade as the sun starts to set. By day, Palm City hosts the Speedhunter Showdown, a sanctioned competition where you earn Bank to customize and upgrade your high-performance cars. At night, ramp up the intensity in illicit street races that build your reputation, getting you access to bigger races and better parts. But stay ready -- cops are waiting and not all of them play fair. ",need-for-speed-heat,{Racing},{Ghost},{Electronic Arts},{},"{US, AU, UK, JP}"
201,Game,NHL 20,"EA Sports NHL 20 introduces cutting-edge gameplay innovation to showcase your skills, more customization to unlock your style, and new modes to compete with friends. Your favorite NHL stars now look and feel more authentic with new Signature Shots and over 45 new shot types that make every attack a threat. A new broadcast package celebrates your biggest plays as you take on all-new game modes, including the new winner-take-all Eliminator mode where you play solo or team up with friends to take down the competition. ",nhl-20,{Sports},{EA Canada},{Electronic Arts},{},"{US, AU, UK, JP}"
202,Movie,Night Hunter,"Nomis follows Marshall (Henry Cavill), a weathered Lieutenant, and his police force as they investigate a string of female abductions and murders linked to an online predator.  As new leads emerge and the case unravels, Marshall teams with local vigilante (Ben Kingsley) in pursuit of vengeance.",nomis,{Thriller},{},{Saban Films},{},
203,Game,Nintendo Labo VR Kit,"Experience a new dimension of Nintendo Labo with the launch of the Nintendo Labo: VR Kit on April 12, which combines the innovative physical and digital gameplay of Nintendo Labo with basic VR technology* to create a simple and shareable virtual reality experience for kids and families. Nintendo Labo: VR Kit is the fourth kit in the Nintendo Labo series, providing the tools to make DIY cardboard creations called Toy-Con; play a variety of games with these creations; and discover how Nintendo Switch technology brings it all to life. 
 
Experience a new dimension of Nintendo Labo with the launch of the Nintendo Labo: VR Kit on April 12, which combines the innovative physical and digital gameplay of Nintendo Labo with basic VR technology to create a simple and shareable virtual reality experience for kids and families. (Graphic: Business Wire) 
Nintendo Labo: VR Kit offers six new Toy-Con creations to build, including the Toy-Con VR Goggles, which combine with the other creations to allow players to interact with the virtual world through imaginative real-world actions. Fend off an alien invasion with the Toy-Con Blaster, visit a colorful in-game ocean and snap photos of the sea life with the Toy-Con Camera and so much more. 
Nintendo Labo: VR Kit encourages passing around the Toy-Con creations among a group of people so everyone in the room can easily join in on the fun. To help encourage this social gameplay, players simply slip the Nintendo Switch console into the Toy-Con VR Goggles and hold it up to their eyes to explore numerous games and experiences – no head strap needed. 
“This new kit builds on the core tenets of Nintendo Labo – Make, Play and Discover – to introduce virtual reality in a way that’s fun and approachable for both kids and kids at heart,” said Doug Bowser, Nintendo of America’s Senior Vice President of Sales and Marketing. “We wanted to design an experience that encourages both virtual and real-world interactions among players through passing around Toy-Con creations.” 
Nintendo Labo: VR Kit will launch in retail stores with two primary configurations, one that includes all Toy-Con creations and one that includes a smaller selection of projects to get started: 
",nintendo-labo-vr-kit,"{Educational,Hardware}",{Nintendo},{Nintendo},{},"{US, AU, UK, JP}"
204,Game,Nintendo Switch Lite,"Nintendo Switch Lite is a device designed specifically to play Nintendo Switch games in handheld mode. Nintendo Switch Lite has integrated controls and is smaller than the flagship version of Nintendo Switch. It has no kickstand and, as a dedicated handheld gaming device, does not support video output to a TV. It can play all games in the robust Nintendo Switch library that support handheld mode (barring any games with restrictions,) and supports standard local or online multiplayer features of Nintendo Switch titles for gaming with other players. ",nintendo-switch-lite,{Hardware},{},{Nintendo},{},"{US, AU, UK, JP}"
205,Show,NOS4A2,"The supernatural horror series NOS4A2, based on Joe Hill's bestselling novel of the same name, tells the story of Charlie Manx, a seductive immortal who feeds off the souls of children, then deposits what remains of them into Christmasland – an icy, twisted Christmas village of Manx's imagination where every day is Christmas Day and unhappiness is against the law. Manx finds his whole world threatened when a young woman in New England discovers she has a dangerous gift.",nos4a2,{Drama},{},{AMC},{},
206,Game,Observation,"Set on an Earth-orbiting facility, Observation contemporary sci-fi thriller that sees players take control of SAM, an onboard AI, assisting crew member Dr. Emma Fisher after a mysterious event damages the station and seems to cause the rest of the crew to vanish. There's also the small matter of a rogue signal with a simple message for you: ""BRING HER"". ",observation,"{Adventure,Simulation}",{No Code Studios},{No Code Studios},{},"{US, AU, UK, JP}"
207,Comic,Old Lady Harley,"After liberating New York City from her now-feral Gang of Harleys, poor Harley wants nothing more than to slip back into retirement in her coastal (and heavily guarded) paradise. But the Laughing Boys Gang has another idea—they'll follow her to the ends of the Earth, to drag her back to their leader! It can't actually be...him! Right?! He couldn't possibly still be alive, could he? After all...Harley killed him herself with her bare hands! Should she turn to President Power Girl for help? Or flee to the 51st state, Atlantis? Step into an insane vision of a future DC Universe we all better hope we don't live to see!",old-lady-harley,{},{},{DC Comics},{},
208,Comic,Once & Future,"When a group of Nationalists use an ancient artifact to bring a villain from Arthurian myth back from the dead to gain power, ex-monster hunter Bridgette McGuire escapes her retirement home and pulls her unsuspecting grandson Duncan, a museum curator, into a world of magic and mysticism to defeat a legendary threat. Bestselling writer Kieron Gillen (The Wicked + The Divine, Star Wars) and Russ Manning Award-winning artist Dan Mora (Buffy The Vampire Slayer, Klaus) explore the mysteries of the past, the complicated truths of our history and the power of family to save the day...especially if that family has secret bunkers of ancient weapons and decades of experience hunting the greatest monsters in Britain's history!",once-and-future,{Action},{},{Boom Studios},{},
209,Movie,Once Upon a Deadpool,"Once Upon a Deadpool is a special re-edited version of the hit movie Deadpool 2, designed for broader audiences (limited to a PG-13 rating) and with its own storytelling bookends to reframe this ""clean"" version of the story. 
<p>
After surviving a near fatal bovine attack, a disfigured cafeteria chef (Wade Wilson) struggles to fulfill his dream of becoming Miami's hottest bartender, while also learning to cope with his lost sense of taste. Searching to regain his spice for life, as well as a flux capacitor, Wade must battle ninjas, the yakuza, and a pack of sexually aggressive canines, as he journeys around the world to discover the importance of family, friendship, and flavor - finding a new taste for adventure and earning the coveted coffee mug title of World's Best Lover.",once-upon-a-deadpool,"{Action Comedy,Super-Hero}","{Marvel Entertainment,Twentieth Century Fox Film Corporation}",{Twentieth Century Fox Film Corporation},{},
210,Movie,One Piece: Stampede,"One Piece: Stampede is a stand-alone film that celebrates the anime's 20th Anniversary and takes place outside the canon of the ""One Piece"" TV series. Monkey D. Luffy and his Straw Hat pirate crew are invited to a massive Pirate Festival that brings many of the most iconic characters from throughout the franchise to participate in competition with the Straw Hats to find Roger's treasure. It also pits the Straw Hats against a new enemy named Bullet, a former member of Roger's crew.",one-piece-stampede,{Anime},{},{FUNimation Productions},{},
211,Game,Oninaki,"With exciting new action-RPG gameplay by the creators of I Am Setsuna and Lost Sphear, Oninaki will put players in the role of a mysterious Watcher named Kagachi who is bound by duty to sever the bonds that tie the Lost to this world. With Kagachi’s guidance, these wandering souls in the world of the Beyond can continue the cyclical process of reincarnation over again After meeting a mysterious girl named Linne, Kagachi's fate becomes entwined with blood and death. During the journey, players will also meet key characters like Kushi, an exemplary Watcher and trusted leader, Mayura, a Watcher with a kind heart, and the malicious Night Devil from a forgotten time. ",oninaki,{RPG},{Tokyo RPG Factory},{Square Enix},{},"{US, AU, UK, JP}"
212,Show,Origin,"From the producers of The Crown and Outlander comes Origin, a sci-fi thriller where a group of strangers find themselves stranded on a spacecraft bound for a distant planet. The abandoned passengers must work together for survival, but quickly realize that one of them is far from who they claim to be. The cast features an international roster of stars including Natalia Tena, Tom Felton and newcomer Sen Mitsuji. Rounding out the cast of series regulars are Nora Arnezeder, Fraser James, Philipp Christopher, Madalyn Horcher, and Siobhán Cullen. Origin is created, written, and executive produced by Mika Watkins. The series is executive produced by Andy Harries, Suzanne Mackie, and Rob Bullock from Left Bank Pictures, alongside Josh Appelbaum, André Nemec, Jeff Pinkner, and Scott Rosenberg from Midnight Radio, and Paul W.S. Anderson. ",origin,{Sci-Fi},{},{Youtube},{},
213,Game,Overland,"Make the most of a terrible situation. Survive ... barely. Take care of a group of travelers on a post-apocalyptic road-trip across the United States in the turn-based survival game Overland. Fight off scary creatures, rescue stranded survivors, and scavenge for supplies like fuel, first aid kids, and weapons. Decide where to go next: upgrade this wrecked car, or rescue that dog? And don’t forget, there are consequences for every action. Overland is about close calls, dramatic escapes, hard choices, arguing about whether or not that dog gets rescued, and the end of the world. ",overland,{Strategy},{Finji Games},{Finji Games},{},"{US, AU, UK, JP}"
214,Movie,Parasite,"Meet the Park Family: the picture of aspirational wealth.  And the Kim Family, rich in street smarts but not much else.  Be it chance or fate, these two houses are brought together and the Kims sense a golden opportunity.

<p>Masterminded by college-aged Ki-woo, the Kim children expediently install themselves as tutor and art therapist, to the Parks.  Soon, a symbiotic relationship forms between two families.  The Kims provide ""indispensable"" luxury services while the Parks bankroll their entire household.  When the parasitic interloper threatens the Kims' newfound comfort, a savage, underhanded battle for dominance breaks out, threatening to destroy the fragile ecosystem between the Kims and the Parks.",parasite-2019,{Thriller},{},{Neon},{},
215,Show,Party of Five,"Party of Five follows the Acosta siblings, Emilio, Lucia, Beto, Valentina and baby Rafa, as they struggle to stay together in the wake of their parents' deportation. Forced to shoulder professional and parenting responsibilities for which they are ill-equipped, the siblings must grow up quickly.",party-of-five-2020,{Drama},{},{Freeform},{},
216,Game,Pathway,"Adventure into the strange unknown with Pathway, a strategy RPG set in the 1930s great desert wilderness. Outwit your enemies in daring turn-based combat, raid occult tombs and make tough choices in a procedurally generated grand pulp expedition! 
<p>
In a time of global turmoil, Nazi influence spreads inexorably across Europe and the Middle East. Rumors are abound of secret excavations and mysterious artifacts, not to mention the odd whisperings and tales of gruesome occult rituals... Assemble a team of bold adventurers, and journey through the deserts, explore bunkers, and temples of Northern Africa to discover their hidden treasures and secrets before they fall into the hands of Nazi forces. You and your companions must work together to overcome overwhelming odds -- the fate of the world depends on it! ",pathway,"{Strategy,Roguelike,RPG}",{Robotality},{Chucklefish},{},"{US, AU, UK, JP}"
217,Comic,Pearl,"From the Peabody Award-winning creators of Jessica Jones comes a brand-new creation. PEARL is the story of an exceptional tattoo artist and accidental assassin for one of the modern-day San Francisco Yakuza. She was born into one life, but another is calling to her. When Pearl accidentally meets one of her peers, her doppelgänger from another clan, she starts to dream of a better life. But Pearl has a very special ability that keeps pulling her back into the violent world she is desperate to escape. PEARL is a major series launch from writer Brian Michael Bendis and artist Michael Gaydos that features their first brand-new original character since Jessica Jones. Fans of the Jessica Jones comic and TV show will be thrilled and delighted by this bold new direction the creative team has taken.",pearl-2018,{Action},{},"{Jinxworld,DC Comics}",{},
218,Movie,Penguin Highway,"Budding genius Aoyama is only in the 4th grade, but already lives his life like a scientist. When penguins start appearing in his sleepy suburb hundreds of miles from the sea, Aoyama vows to solve the mystery. When he finds the source of the penguins is a woman from his dentist’s office, they team up for an unforgettable summer adventure! ",penguin-highway,{Anime},{},{Eleven Arts},{},
219,Show,Pennyworth,"Written by Bruno Heller, based on DC characters created by Bob Kane and Bill Finger, Pennyworth follows Bruce Wayne's butler, Alfred Pennyworth, a former British SAS soldier who forms a security company and goes to work with Thomas Wayne, Bruce's billionaire father, in 1960's London.",pennyworth,{Drama},{},{Epix.com},{},
220,Game,PES 2020,"PES 2020 -- the most beautiful game, more beautiful than ever! Experience realistic and authentic soccer gameplay in the 2020 edition of PES. Take command of the ball like never before with new dynamic dribbling skills, new first touch techniques and finely-tuned ball physics, all developed in close consultation with renowned midfielder Andrés Iniesta. Pick a side and join forces with newcomers and veterans alike in a grand struggle for dominance in the new Matchday online competitive mode. A completely revamped Master League experience awaits, with a new interactive dialogue system, an overhauled menu design and a more realistic transfer market realized through improved data integration. 
<p>
And PES 2020 not only represents a giant leap forward in terms of gameplay mechanics, it also introduces a multitude of visual improvements to enhance your experience in matches and menus alike. Experience stadiums recreated in stunning fidelity using high performance 3D scanning technology. Witness spectators in the stands react with jaw-dropping realism to the highs and lows of each match. See every step, stride, pass and shot animated seamlessly as players pound across lustrously rendered green turf. Marvel at the polish of a completely overhauled user interface as you navigate intuitively formatted menus designed from the ground up with ease-of-use in mind. ",pes-2020,{Sports},{Konami},{Konami},{},"{US, AU, UK, JP}"
221,Game,Pistol Whip,"Pistol Whip is an unstoppable action-rhythm FPS. Journey through a cinematic bullet hell powered by a breakneck soundtrack to become the ultimate action hero legend! Pistol Whip throws you gun-first into an explosive batch of hand-crafted action scenes each set to their own breakneck soundtrack. But unlike traditional music games, Pistol Whip has no line in the sand; you have complete freedom to shoot, melee, and dodge targets to the rhythm YOU see fit. ",pistol-whip,"{Shooter,Music}",{Cloudhead Games},{Cloudhead Games},{},"{US, AU, UK, JP}"
222,Game,Planet Zoo,"From the makers of Planet Coaster and Jurassic World Evolution comes the ultimate zoo simulation! Planet Zoo features authentic living animals, rich management, and limitless creativity. Build and manage a truly modern zoo where animal welfare and conservation comes first. From playful lion cubs to mighty elephants, every animal in Planet Zoo is an individual who thinks, feels and explores the world you build around them. They care about their surroundings and each other, with complex environmental and social needs. Nurture your animals throughout their lives, study and manage every species to see them thrive, and help them raise young to pass their genes onto future generations. 
<p> 
Manage your own zoo in an expressive world that reacts to every choice you make. Focus on the big picture or go hands-on and look after the smallest details. Thrill visitors with prestigious animals and famous exhibits, develop your zoo and research new technologies, and release animals back into the wild to repopulate the planet. 
 <p>
Unleash your creativity with the next evolution of Planet Coaster’s best-in-class creation mechanics. Craft stunning scenery and habitats, dig lakes and rivers, raise hills and mountains, and carve tunnels and caves as you build your own zoo. See your animals and visitors respond to your creative vision, and share your designs with friends in Planet Zoo’s online community. Bring the world’s greatest designs home to your own zoo for your animals and visitors to enjoy. ",planet-zoo,{Simulation},{Frontier Developments},{Frontier Developments},{},"{US, AU, UK, JP}"
223,Movie,Playing with Fire,"When straight-laced fire superintendent Jake Carson (John Cena) and his elite team of expert firefighters (Keegan-Michael Key, John Leguizamo and Tyler Mane) come to the rescue of three siblings (Brianna Hildebrand, Christian Convery and Finley Rose Slater) in the path of an encroaching wildfire, they quickly realize that no amount of training could prepare them for their most challenging job yet - babysitters. Unable to locate the children's parents, the firefighters have their lives, jobs and even their fire depot turned upside down and quickly learn that kids - much like fires -are wild and unpredictable.",playing-with-fire,{Comedy},"{Broken Road Productions,Paramount Players}",{Paramount Pictures},{},
